item_name,platinum,quantity,seller
Strun Wraith Blueprint,13,1,Monosteffer7324
Titanic Rumbler,13,2,DraconaxPrime
Necramech Steel Fiber,13,1,PreSucrose
Calm & Frenzy,13,1,Seijuki
Pyroclastic Flow,13,1,Grosix3
Insatiable,13,1,TheOzzer
Reaping Chakram,13,2,DraconaxPrime
Enveloping Cloud,13,1,poulgasol22
Vome,13,1,dahluz
Axi C5 Relic,13,3,Gasparotto
Axi K5 Relic,13,11,SurpentFang
Nautilus Systems,13,1,Reaperv101
Neo A5 Relic,13,10,Gwoo
Gara Prime Chassis Blueprint,13,2,Rerinar
Power Drain,13,1,HeiMiXiaoBw
Synergized Prospectus,13,2,JakemanT
Champion's Blessing,13,1,Seijuki
Swift Bite,13,1,Ieatzoloft
Neo H3 Relic,13,300,Mammon_Prime
Scourge Prime Blueprint,13,1,ha_ku_ri
Surging Blades,13,2,Schorolo
Nagantaka Prime Blueprint,13,1,Gogfy
Hystrix Prime Receiver,13,2,Rerinar
Cathode Current,13,1,Seijuki
Sentient Barrage,13,1,SinisterAzrael
Zylok Prime Set,13,1,SHOWMANX2
Acceltra Prime Barrel,13,1,FrEeZley
Loyal Merulina,13,1,Seijuki
Damage Decoy,13,1,ResidentSchleeper
Parasitic Vitality,13,1,Yishi_
Warrior's Rest,13,1,Yishi_
Dark Propagation,13,3,moisesalquemista
Spectral Spirit,13,1,Seijuki
Aegis Gale,13,1,DemmoTheEnjoyer
Assassin Posture,13,5,TenseiStar
Magnetic Strike,13,1,Overventure
Galvanized Reflex,13,10,Eoh_
Omikuji's Fortune,13,4,Ar2ene
Conductive Sphere,13,1,poulgasol22
Mantis Set,14,1,luiz_eduardo
Mantis Set,14,1,luiz_eduardo
Spectrosiphon,14,1,Ragnargh
Mantis Set,14,1,luiz_eduardo
Spectrosiphon,14,1,Ragnargh
Freeze Force,14,1,huppeldaaf
Rejuvenation,14,1,Azrael_17
Ember Prime Neuroptics Blueprint,14,1,voltagepanda1
Mind Freak,14,1,ShadowMageAlpha
Loki Prime Neuroptics Blueprint,14,1,Setsuna_x3
Nova Prime Systems Blueprint,14,1,Mr.Chemist
Phaedra Stock,14,2,MASTER_LYX
Trinity Prime Blueprint,14,1,phantomcheesecake
Arcane Fury,14,7,Yaoji123
Centaur Aegis,14,1,Frithiof
Smite Infusion,14,1,huppeldaaf
Escape Velocity,14,3,its_elek
Saryn Prime Blueprint,14,1,TheOzzer
Kogake Prime Gauntlet,14,1,Ragnargh
Emergent Aftermath,14,1,xd_Buresz
Sonic Fracture,14,6,M16Gamma
Beguiling Lantern,14,1,huppeldaaf
Rifle Scavenger,14,1,PepePonpin
Mecha Empowered,14,2,-Sp1rit-
Resonating Quake,14,10,M16Gamma
Hall Of Malevolence,14,34,ShadowMageAlpha
Savior Decoy,14,1,huppeldaaf
Rift Torrent,14,1,poulgasol22
Ballistic Bullseye,14,1,huppeldaaf
Piercing Navigator,14,4,ShadowMageAlpha
Cyclone Kraken,14,1,jumao555
Teeming Virulence,14,1,huppeldaaf
Funnel Clouds,14,1,huppeldaaf
Ash Prime Blueprint,14,1,turtleshellz
Safeguard,14,4,ShadowMageAlpha
Magnetized Discharge,14,1,MikulllC
Boltor Prime Blueprint,14,1,droid1068095
Surging Dash,14,1,huppeldaaf
Endless Lullaby,14,1,Bonespime1808
Anchored Glide,14,1,huppeldaaf
Dakra Prime Blade,14,3,7owel
Latron Prime Receiver,14,1,Dozion
Staggering Shield,14,1,huppeldaaf
Augur Reach,14,2,zenith612
Valkyr Prime Systems Blueprint,14,1,Deathbunnies
Voltage Sequence,14,1,Atremiz
Transient Fortitude,14,1,HennySicario
Anabolic Pollination,14,1,BigBubbaJukes
Tesla Bank,14,3,ShadowMageAlpha
Empowered Quiver,14,2,ShadowMageAlpha
Muzzle Flash,14,1,-Gwyndolin
Magus Destruct,14,5,Orth
Spira Prime Blade,14,1,BaguetteMuncha
Necramech Flow,14,1,HappiNakir
Volatile Parasite,14,2,_GxdStatus_
Necramech Augur,14,1,Binachi
Cautious Shot,14,3,YaoiFrodo
Counter Pulse,14,5,HitmanKiwi
Concentrated Arrow,14,2,ShadowMageAlpha
Energy Transfer,14,1,poulgasol22
Vexing Retaliation,14,1,Bonespime1808
Controlled Slide,14,1,DraconaxPrime
Damzav-Vati,14,1,ThePurpleShirtEyeStabber
Zazvat-Kar,14,2,ShadowMageAlpha
Necramech Rage,14,1,Asheroths_Seraphim
Cedo Blueprint,14,1,Seijuki
Axi W1 Relic,14,3,CHiliPePeR58
Axi V2 Relic,14,14,zMadonna
Neo G2 Relic,14,12,Sunhawkk
Airburst Rounds,14,1,TheOzzer
Neo P4 Relic,14,18,Sunhawkk
Lith H4 Relic,14,16,Sunhawkk
Tatsu Prime Handle,14,1,Rerinar
Shattered Storm,14,1,poulgasol22
Astral Bond,14,4,TenseiStar
Covert Bond,14,1,SohhDerMenge
Gauss Prime Systems Blueprint,14,1,SHaneZZ
Wrath Of Ukko,14,1,Gamerok200
Okina Prime Blueprint,14,1,Ben-Jaming
Wrecking Wall,14,1,ardwiz
Nautilus Prime Blueprint,14,1,Zenix_K_Drakar
Coil Recharge,14,1,lordtherenas
Bell Ringer,14,6,Cjaaae
Eidolon Unairu Lens,15,1,norigamiwolf
Pax Soar,15,5,Orth
Eidolon Unairu Lens,15,1,norigamiwolf
Pax Soar,15,5,Orth
Disarming Purity,15,1,happypig778
Smite Orokin,15,5,HappiNakir
Karak Wraith Blueprint,15,1,paraliminals
Measured Burst,15,1,DragonCarol
Gas City Lobby Scene,15,2,Resmini
Overextended,15,2,GGTrash
Elemental Sandstorm,15,1,Fachita
Gladiator Might,15,1,Saikei7019
Sudden Justice,15,1,DragonCarol
Ankyros Prime Gauntlet,15,1,Galaxyangelz
Bo Prime Blueprint,15,5,LvyAura1995
Everlasting Ward,15,1,SuperLink968
Vital Systems Bypass,15,1,Renormon
Poppin' Vert,15,5,Junthis
Magus Glitch,15,5,Orth
Perfect Balance,15,8,Junthis
Equinox Prime Blueprint,15,2,MfSilou
Deft Tempo,15,1,DragonCarol
Final Act,15,2,DragonCarol
Final Tap,15,1,Deadstar414
Hydraulic Gauge,15,1,xd_Buresz
Strun Wraith Barrel,15,1,IGoonedToYourFrame
Plan B,15,1,DragonCarol
Scimitar Set,15,1,Nm4dwlker23
Cataclysmic Continuum,15,1,ZenunUmbra
Gale Kick,15,1,Unevyr
Latron Prime Barrel,15,1,-GF-Yaromi
Agkuza Blade,15,4,_..Spawn.._
Trail Blazer,15,8,Junthis
Air Time,15,1,ItsGumsTTV
Rail Guards,15,5,Junthis
Mag Locks,15,8,Junthis
Inertia Dampeners,15,4,Mista_Spice
Corrosive Projection,15,3,GHOST.FREAK
Tidal Impunity,15,1,Fachita
Static Alacrity,15,1,DragonCarol
Mag Prime Systems Blueprint,15,1,everbus
Wyrm Prime Carapace,15,1,everbus
Quickening,15,1,Dio_Bardo
Hydroid Prime Blueprint,15,1,G0fty
Tactical Retreat,15,1,DragonCarol
Pax Seeker,15,5,Orth
Twin Vipers Wraith Receivers,15,1,UltimateGrox
Loot Detector,15,5,cybersparky13
Magus Drive,15,5,Orth
Strain Fever,15,1,MORVID666ANGEL
Archgun Ace,15,2,MORVID666ANGEL
Vauban Prime Blueprint,15,1,PESADILLA38
Boar Prime Barrel,15,1,IFEELBLOOD
Balefire Surge,15,1,Fachita
Electro Pulse,15,1,slayermj12
Imperator Vandal Receiver,15,2,MARViN_vv
New Loka Augment Mod,15,1,Project_Genji
Scindo Prime Blade,15,1,_Abhishek_
Triple Tap,15,1,DragonCarol
Enraged,15,1,MaRmo5x5
Deadly Maneuvers,15,1,TheOzzer
Pistol Scavenger,15,1,Txla
Gas City Lifts Scene,15,3,Resmini
Karyst Prime Blade,15,1,Kuva-Junkie
Akstiletto Prime Link,15,1,chucklemeowdoge
Juice,15,1,phantasmalwordsmith
Mortal Conduct,15,1,DragonCarol
Feathered Arrows,15,3,xXNikisoXx
Mecha Recharge,15,1,DPS_MISHANIa
Cryo Coating,15,2,zzzyolozzz
Aerodynamic,15,2,victor190802br
Crescent Devolution,15,1,TheOzzer
Survival Instinct,15,1,0verwhelmed
Necramech Rebuke,15,1,taufiq9955
Tek Enhance,15,1,DPS_MISHANIa
Guided Effigy,15,1,lordtherenas
Lasting Covenant,15,1,Richardprvy1
Final Harbinger,15,10,Jodhood
Blind Shot,15,2,xXNikisoXx
Eternal War,15,1,EvilWithin07
Peaceful Provocation,15,1,Richardprvy1
Winds Of Purity,15,1,CherriiDot
Grineer Forest Water Pump Scene,15,1,LucasKonka
Dual Rounds,15,2,Opendia
Pax Bolt,15,5,Orth
Magus Firewall,15,5,Orth
Desiccation's Curse,15,1,Fachita
Spectra Vandal Handle,15,1,CzarnaBl00za
Preparation,15,28,Zee-WF
Necramech Intensify,15,4,BiNGO-BAG
Tek Assault,15,1,krestikbuy
Critical Focus,15,2,Scooben
Ion Infusion,15,1,Hjallu
Voidrig Engine,15,1,TrgNghia
Sharpshooter,15,26,Kapeika6
Reactive Storm,15,2,EvilWithin07
Chesa Kubrow Imprint,15,1,CherriiDot
Pop Top,15,8,Junthis
Sly Devolution,15,1,0verwhelmed
Zakti Prime Blueprint,15,2,benicheroso
Necramech Repair,15,1,DreamJuno
Axi S5 Relic,15,2,Gasparotto
Axi H4 Relic,15,12,linyuanzimo
Axi K3 Relic,15,16,-Gwyndolin
Axi G1 Relic,15,2,-Gwyndolin
Axi A1 Relic,15,10,zMadonna
Axi K1 Relic,15,17,zMadonna
Neo S13 Relic,15,1,-Mag
Neo N1 Relic,15,6,Sneakwolf
Meso C5 Relic,15,11,Sunhawkk
Meso B1 Relic,15,16,Blau.
Lith C1 Relic,15,2,vladis-228
Lith F2 Relic,15,16,zMadonna
Nautilus Cerebrum,15,1,Shamore
Nautilus Blueprint,15,1,Zifias
Meso O5 Relic,15,12,Junthis
Critical Precision,15,1,snowballpee
Revenant Prime Systems Blueprint,15,1,Box4977
Phantasma Prime Barrel,15,1,Ieatzoloft
Meso V8 Relic,15,50,IIZOV
Neo K5 Relic,15,18,maxinext18
Steflos Set,15,2,ToddFramePrime
Axi M4 Relic,15,50,slayerlolz
Shade Prime Carapace,15,1,nameYT85
Cinta Lower Limb Blueprint,15,1,BloodLord45
Intrepid Stand,15,1,Fachita
Eximus Advantage,15,1,Sinjun2013
Neo B8 Relic,15,100,Astropia
Tenacious Bond,15,2,chrxmexrei
Tandem Bond,15,1,Chronos-JK
Mystic Bond,15,13,Hockeygirl62
Restorative Bond,15,1,Xx_Dreex_xX
Momentous Bond,15,4,ELCORINGAA
Aerial Bond,15,4,TenseiStar
Manifold Bond,15,2,Chronos-JK
Reinforced Bond,15,2,TenseiStar
Mandonel Set,15,1,KastarTroy
Axi B7 Relic,15,3,Gasparotto
Guardian Armor,15,1,Fachita
Velox Prime Set,15,2,CrVaL
Sanctum Simulacrum,15,6,alterror1
Meso N16 Relic,15,213,AndNow2
Sevagoth Prime Chassis Blueprint,15,2,Obvs...
Burning Claws,15,1,Ragnarnunh
Shocking Claws,15,1,Ragnarnunh
Protector Posture,15,3,NextSolution
Persistent Posture,15,1,NextSolution
Xaku Prime Blueprint,15,1,ShadowPrime321
Cataclysmic Gate,15,2,Blitza1
Arcane Universal Fallout,15,1,peanutsweanuts
Glaive Prime Blade,16,2,krestikbuy
Neo G3 Relic,16,10,-Sheng-
Lith T8 Relic,16,16,-Gwyndolin
Sly Vulpaphyla Imprint,16,2,BiggieBaconBallboy
Frostbite,17,1,GGTrash
Frost Prime Chassis Blueprint,17,1,Aasithar
Akstiletto Prime Blueprint,17,2,PESADILLA38
Helios Prime Cerebrum,17,1,Sitacho
Latron Prime Stock,17,2,--LG--Cablown
Spectra Vandal Chassis,17,1,_Abhishek_
Grendel Chassis Locator,17,44,Kapeika6
Metamorphic Magazine,17,1,Rolozenno
Duplex Bond,17,1,Xx_Dreex_xX
Nightwatch Napalm,18,3,HappiNakir
Nightwatch Napalm,18,3,HappiNakir
Nightwatch Napalm,18,3,HappiNakir
Rifle Amp,18,1,Azrael_17
Loki Prime Chassis Blueprint,18,1,Diuglas
Nova Prime Blueprint,18,1,Metro-cop
Ballistica Prime Blueprint,18,1,CurtainMh
Zhuge Prime Barrel,18,1,dimoon006
Mag Prime Neuroptics Blueprint,18,1,ManiacVB
Archgun Riven Mod (Veiled),18,1,tobiwolf
Akvasto Prime Link,18,15,xLuanHenrique
Toxic Sequence,18,1,OnlyPlayWithMe
Sprint Boost,18,1,TheOzzer
Oberon Prime Systems Blueprint,18,1,pseudonymouse
Energizing Shot,18,9,TristeYou.
Stahlta Set,18,4,B4lllZy
Necramech Pressure Point,18,1,DragonKnee
Velocitus Barrel,18,3,Orth
Odonata Prime Wings Blueprint,18,1,CzarnaBl00za
Mecha Overdrive,18,5,kingcahu
Meticulous Aim,18,1,Rastii0
Mending Shot,18,3,.Space.Cowboy.
Hata-Satya,18,1,RevnaFrode
Neo A4 Relic,18,2,Mr_Juliius
Meso L1 Relic,18,6,Sunhawkk
Lith N3 Relic,18,5,DevilTailP
Lith V6 Relic,18,20,Kasa505
Astilla Prime Barrel,18,1,Deithwen228
Bhaira Hound Blueprint,18,4,walker0740
Phantasma Prime Stock,18,1,Renormon
Axi G9 Relic,18,3,-Sheng-
Cobra & Crane Prime Set,18,1,Nm4dwlker23
Fulmin Prime Set,18,1,Norimo
Contagious Bond,18,1,asalto-PRIME
Elusive Retribution,18,1,CankeeD
Axi M5 Relic,18,30,iffrit
Akmagnus Prime Blueprint,18,1,MUDFLAPS0000
Frenzied Posture,18,5,ru_M1cRO
Immunity Resistance,18,1,NTH1710
Latron Wraith Barrel,19,1,PedroBazote
Dera Vandal Stock,19,1,Aiaes
Rhino Prime Blueprint,19,1,coolerjungelul
Lethal Torrent,19,2,Zollikami
Twin Vipers Wraith Blueprint,19,1,Aiaes
Hydroid Prime Neuroptics Blueprint,19,1,EmErDogi2
Strun Wraith Stock,19,1,Aiaes
Kinetic Friction,19,1,Gasparotto
Expel Orokin,19,3,HappiNakir
Itzal Harness Blueprint,19,1,MaximBlum
Akstiletto Prime Receiver,19,1,AncientOnly
Glaive Prime Blueprint,19,1,7owel
Recharge Barrier,19,1,CoalBridge
Sabot Rounds,19,1,Alphafighters
Mesa Prime Systems Blueprint,19,1,Ragnargh
Pennant Blueprint,19,2,WarBot9473
Quellor Blueprint,19,1,zthzth
Spectra Vandal Barrel,19,1,KENSHINWF
Strain Infection,19,3,neutreN
Transfusion,19,1,Praeh
Guandao Prime Handle,19,1,NickarilusPrime
Axi E1 Relic,19,1,Blau.
Neo V9 Relic,19,6,-Sheng-
Lith K4 Relic,19,8,Sunhawkk
Cordon,19,1,ShanghaiPH
Axi G6 Relic,19,2,-Sheng-
Oull,19,1,VirDeBellum
Nidus Prime Chassis Blueprint,19,1,Iphonecomandroid
Peculiar Audience,19,1,TBrzz
Crater Cay Scene,19,1,BigBubbaJukes
Basin Cay Scene,19,1,BigBubbaJukes
Meso F4 Relic,19,1,Boss58496
Vicious Bond,19,1,poulgasol22
Seismic Bond,19,1,poulgasol22
Eidolon Madurai Lens,20,10,Lysiohn
Eidolon Vazarin Lens,20,1,Meshocheck
Eidolon Madurai Lens,20,10,Lysiohn
Eidolon Vazarin Lens,20,1,Meshocheck
Spring-Loaded Blade,20,39,Waka
Ruinous Extension,20,2,HeiMiXiaoBw
Silva & Aegis Prime Guard,20,1,AmaryllisHippeastrum
Shield Disruption,20,1,Odeila
Snipetron Vandal Stock,20,1,Deadstar414
Primed Bane Of Corpus,20,3,Jonbars
Entropy Flight,20,10,ArxDurusMaximus
Nova Prime Neuroptics Blueprint,20,1,Valagoth
Arcane Energize,20,1,Sadfold
Thrash Landing,20,1,gogohappy
Ninkondi Prime Handle,20,1,VDust
Kavasa Prime Buckle,20,1,Ugadayk4
Venerdo Hoverdrive,20,4,Junthis
Weeping Wounds,20,1,Tokmori
Aklex Prime Link,20,1,Kuramchik2020
Grineer Forest Industry Scene,20,2,TheEdouardu77
Speed Drift,20,1,Praanz
Latron Wraith Receiver,20,1,Gumino715
Enemy Radar,20,1,pcthegame
Dethcube Prime Blueprint,20,1,Dozion
Gram Prime Handle,20,1,Renormon
Snipetron Vandal Barrel,20,1,Ra1BaN
Wyrm Prime Cerebrum,20,2,Radegast-
Gas City Elemental Refinement Scene,20,1,Renormon
Brain Storm,20,1,Deadstar414
Prolonged Paralysis,20,1,CHSDevilish
Aerial Ace,20,2,Kristi88
Counterweight,20,1,_Aranar_
Sicarus Prime Receiver,20,1,prcook
Akbolto Prime Receiver,20,1,Freezig1
Steel Charge,20,1,Mammon_17
Dizzying Rounds,20,1,Purpletta
Plains Of Eidolon Scene,20,1,LucasKonka
Stropha Set,20,1,YareliMatingPress
Vaykor Hek,20,1,Dymerkon
Vauban Prime Chassis Blueprint,20,1,HeroTheSupport
Gas City Dead Exit Scene,20,2,Resmini
Primo Flair,20,1,Emiya1a
Peculiar Bloom,20,1,Skrelpy25
Synth Deconstruct,20,1,hugoganendra
Spira Prime Pouch,20,1,Rerinar
Aero Agility,20,2,Eragon714497
Kavat's Grace,20,1,Lacroxer
Eidolon Naramon Lens,20,1,Meshocheck
Slay Board,20,1,TubbyTacoSlap
Combo Fury,20,1,Praeh
Ayatan Kitha Sculpture,20,5,lujifa
Grendel Systems Locator,20,4,Kapeika6
Smeeta Kavat Imprint,20,1,NothingIsuseless
Nitro Boost,20,1,Koumiss_lover
Vasca Kavat Imprint,20,1,darthgalaxo
Grendel Neuroptics Locator,20,7,TristeYou.
Chroma Prime Systems Blueprint,20,1,vSlayyer-
Chroma Prime Neuroptics Blueprint,20,1,neonmacska
Cold Arrival,20,1,TubbyTacoSlap
Axi M1 Relic,20,8,-Gwyndolin
Axi A5 Relic,20,18,MOLI139
Axi L4 Relic,20,37,rocky2B
Axi A7 Relic,20,2,vadim229013
Axi N6 Relic,20,6,Mr_Juliius
Neo N4 Relic,20,7,-Gwyndolin
Neo N9 Relic,20,4,R6kit
Neo N3 Relic,20,11,-Gwyndolin
Neo N2 Relic,20,9,Blau.
Neo S10 Relic,20,4,Orangeling
Lith C5 Relic,20,12,Chowabunga
Lith O2 Relic,20,5,rocky2B
Lith P2 Relic,20,15,Gold-Hay
Athodai Barrel,20,1,Loycium
Saturn Six Scene,20,1,Kycklinggull1
Cela Bracket Blueprint,20,2,walker0740
Hec Hound Blueprint,20,1,Resmini
Hinta Stabilizer,20,4,walker0740
Steel Meridian Combat Emote,20,1,MushroomHeed
Steel Meridian Piloting Emote,20,1,MushroomHeed
Steel Meridian Endurance Emote,20,1,MushroomHeed
Steel Meridian Gunnery Emote,20,1,MushroomHeed
Ghoulsaw Blade,20,100,EternalDamnedAkatsuki
Axi D3 Relic,20,20,Kasa505
Corvas Prime Barrel,20,1,SnowMitts
Crescent Vulpaphyla Imprint,20,2,Emiya1a
Pharaoh Predasite Imprint,20,1,kiritchigo03
Hystrix Prime Set,20,4,loco888
Vile Discharge,20,71,KxFRESH
Archon Intensify,20,2,Dezanar
Neo I3 Relic,20,4,rocky2B
Meso T6 Relic,20,17,rocky2B
Cinta Upper Limb Blueprint,20,1,-ER-Rabbo
Cinta Grip Blueprint,20,1,JunglemanJJ
Archarbor Scene,20,1,Hjallu
Wisp Prime Blueprint,20,1,Samper_Fi_97
Little Cay Scene,20,1,LucasKonka
Undercroft Township Scene,20,1,Jango_Fett18
Axi D4 Relic,20,1,rnmrnmrnmrnmrnm
Axi P5 Relic,20,6,Lolo00097
Lohk Canticle,20,1,Dezanar
The Abandoned Vessel Scene,20,1,ChickenNoodleFries
Protea Prime Chassis Blueprint,20,1,nho_
Red Veil Temple Simulacrum,20,1,Vindicted
Akmagnus Prime Link,20,1,PAYNE9
Neo K8 Relic,20,120,Malfeasance--Rose
Höllvania Central Mall Subway,20,1,Jango_Fett18
Reconifex Set,20,1,xRunemasterx
Banshee Prime Chassis Blueprint,21,1,klusek2
Neo S2 Relic,21,2,data1974
Meso P6 Relic,21,4,data1974
Purgator 1 Set,21,1,Killer2611992
Acid Shells,22,4,Angeluslul
Acid Shells,22,4,Angeluslul
Acid Shells,22,4,Angeluslul
Axi N4 Relic,22,2,Gasparotto
Panzer Vulpaphyla Imprint,22,1,Notorious_Outlaw
Wolf Sledge Set,23,1,akilespop
Bo Prime Ornament,23,1,EmErDogi2
Cernos Prime Lower Limb,23,1,nameYT85
Draining Bite,23,1,Praeh
Tiberon Prime Stock,23,1,Abood54ksa
Akjagara Prime Barrel,23,1,king-Vamp
Axi A11 Relic,23,3,-Sheng-
Pyrana Prime Blueprint,24,1,You.Have
Tipedo Prime Handle,24,3,7owel
Bullet Dance,24,1,thebudderwrench
Volt Prime Blueprint,24,2,Setsuna_x3
Mad Stack,24,1,sly_squash
Elytron Wings,24,1,MaximBlum
Bane Of Orokin,24,3,HappiNakir
Mirage Prime Blueprint,24,1,DevilVR
Tekko Prime Blade,24,2,Nichder_
Meso M2 Relic,24,7,linyuanzimo
Nidus Prime Neuroptics Blueprint,24,2,GrishWhanted
Magnus Prime Barrel,24,1,Abood54ksa
Archon Vitality,24,1,PHYSCOL1AM
Tatsu Prime Set,24,1,Pichulosauriox
Jahu Canticle,24,1,Ultima_Thules
Epitaph Prime Set,24,1,LuciFeRr7
Vesper 77 Set,24,1,Killer2611992
EFV-8 Mars Set,24,1,Killer2611992
Telos Boltor,25,1,Kycklinggull1
Telos Boltor,25,1,Kycklinggull1
Cleanse Orokin,25,2,zzzyolozzz
Telos Boltor,25,1,Kycklinggull1
Cleanse Orokin,25,2,zzzyolozzz
Telos Akbolto,25,1,GuroWho
Oberon Prime Neuroptics Blueprint,25,1,legolas351
Rakta Ballistica,25,1,idontshower420
Kavasa Prime Kubrow Collar Set,25,1,delta9180
Euphona Prime Set,25,1,Bree_ze
Vermillion Storm,25,1,EskimoVic
Thundermiter,25,1,DragonCarol
Primed Smite Infested,25,1,dxxmmxth
Vaykor Marelok,25,1,MushroomHeed
Heavy Warhead,25,1,DragonCarol
Telos Boltace,25,1,Zucc232
Karyst Prime Set,25,1,-ASN-SkipperOfLeague
Euphona Prime Receiver,25,1,ERRorMCS
Infectious Bite,25,1,TheOzzer
Deimos Cambion Drift Scene,25,1,Renormon
Anti-Grav Array,25,1,PYSHKIN67
Bhisaj-Bal,25,1,lordtherenas
Huras Kubrow Imprint,25,8,Farmer_Harry
Extreme Velocity,25,1,Aiaes
Deimos Chamber Scene,25,1,war_framer_2017
Nezha Prime Chassis Blueprint,25,1,shark1213
Axi T1 Relic,25,5,Blau.
Axi N3 Relic,25,1,AlvarooZ
Neo S5 Relic,25,1,Mr_Juliius
Meso O3 Relic,25,7,SzayelGranz
Meso F3 Relic,25,8,SilentMan187
Meso S9 Relic,25,5,Chowabunga
Lith T3 Relic,25,5,Astropia
Athodai Receiver,25,2,Loycium
Red Veil Engineering Emote,25,1,Deithwen228
Knell Prime Barrel,25,1,zthzth
Medjay Predasite Imprint,25,1,darthgalaxo
Archon Continuity,25,2,RaganrokX
Archon Flow,25,2,cl0v3rr_
Revenant Prime Blueprint,25,1,RR3dy
Axi S13 Relic,25,20,Kasa505
Lith V9 Relic,25,27,rocky2B
Axi F1 Relic,25,29,rocky2B
Baruuk Prime Neuroptics Blueprint,25,1,DrLeoFet
Larkspur Prime Set,25,1,Nm4dwlker23
Shade Prime Set,25,2,CrVaL
Rauta Set,25,2,norigamiwolf
Rauta Receiver,25,9,Kamrimal
Undercroft Lodging Scene,25,2,LSD-SirDarah
Catalyzing Shields,25,1,Yuuuuuuuuuki
Albrecht’s Bureau Scene,25,1,Jango_Fett18
Gauss Prime Set,25,1,FuriousIy
Acceltra Prime Set,25,1,BigRigB33
Dante's Retreat Scene,25,2,Jodhood
Orowyrm Arena Simulacrum,25,2,LSD-SirDarah
Grineer Asteroid Simulacrum,25,1,MushroomHeed
Sevagoth Prime Set,25,1,ZKTERMY
Riot-848 Set,25,1,ChickenNoodleFries
EFV-5 Jupiter Set,25,1,Asheroths_Seraphim
Limbo Prime Neuroptics Blueprint,26,1,7owel
Pandero Prime Receiver,26,1,Ragnargh
Scourge Prime Barrel,26,1,Monosteffer7324
Hildryn Prime Blueprint,26,1,IkariYoshi
Bomb The Landin',27,1,sly_squash
Rubico Prime Blueprint,27,1,Rerinar
Meso C7 Relic,27,20,Kasa505
Vauban Prime Neuroptics Blueprint,28,1,--LG--Cablown
Shock Collar,28,1,xd_Buresz
Arc Coil,28,1,TH-Ghost
Augur Secrets,28,1,cryin2
Ember Prime Blueprint,28,1,XFlowerCR
Ayatan Hemakara Sculpture,28,1,Xx_Your_DEATH_xX
Aeolak Stock Blueprint,28,2,VAZ_line
Khora Prime Neuroptics Blueprint,28,1,nameYT85
Archon Stretch,28,3,Dronery
Axi I3 Relic,28,20,Kasa505
Sentient Surge,28,29,Kayde
Okina Prime Set,28,1,anmi000
Secura Dual Cestra,29,1,Killer2611992
Secura Dual Cestra,29,1,Killer2611992
Loki Prime Systems Blueprint,29,1,everbus
Secura Dual Cestra,29,1,Killer2611992
Loki Prime Systems Blueprint,29,1,everbus
Nekros Prime Neuroptics Blueprint,29,1,Varitelj
Tigris Prime Blueprint,29,3,KKIF0
Lua Unairu Lens,29,1,NNNiceS
Veil's Binding Scene,29,1,BigBubbaJukes
Rakta Dark Dagger,29,2,BlueNebula
Pangolin Prime Set,29,1,andreboy2
Vigilante Supplies,29,8,theotherdream
Latron Prime Blueprint,29,1,MUDFLAPS0000
Saryn Prime Chassis Blueprint,29,1,ksuzefvuy
Sonic Boost,29,1,sly_squash
Ayatan Zambuka Sculpture,29,3,lujifa
Growing Power,29,16,Hong.Kong_Doll
Rakta Cernos,29,2,BlueNebula
Tenora Prime Receiver,29,1,Nichder_
Axi A2 Relic,29,6,data1974
Athodai Blueprint,29,1,Negative_Ions
Volnus Prime Handle,29,2,--LG--Cablown
Primed Ammo Stock,29,1,0dIas
Afuris Prime Receiver,29,3,7owel
Corufell Set,29,1,RevivedPrime
Soaring Strike,30,39,Waka
Vasto Prime Set,30,1,ephenk
Sancti Castanas,30,3,nihilucid
Volt Prime Neuroptics Blueprint,30,1,xd_Buresz
Auger Strike,30,1,Az9991
Wyrm Prime Systems,30,1,Bree_ze
Flame Gland,30,5,skybigbig
Synoid Gammacor,30,1,Kor_Gyuni
Double Tap,30,1,WaRsDoOmGoD
Synoid Heliocor,30,1,BraindeadJimmy
Aklex Prime Set,30,1,Norimo
Vectis Prime Receiver,30,1,prcook
Vaykor Sydon,30,1,ProbablyET
Peculiar Growth,30,1,soggyfriess
Ivara Prime Chassis Blueprint,30,1,thebudderwrench
Primed Smite Corpus,30,1,Zrkll
Ballista Measure,30,1,DALAOCHENCHUAN
Ordnance Velocity,30,1,Gho5t-
Onorix Set,30,1,VARUM99
Scindo Prime Set,30,1,Sauce7
Xiphos Avionics Blueprint,30,1,-Skaii
Primed Quickdraw,30,1,DieguittoArm
Arum Spinosa Guard,30,1,Muzz1221
Bonewidow Weapon Pod,30,1,NextSolution
Bonewidow Casing,30,1,NextSolution
Bonewidow Capsule,30,1,NextSolution
Cedo Set,30,5,Orth
Nekros Prime Blueprint,30,1,thebudderwrench
Mesa Prime Neuroptics Blueprint,30,1,Iphonecomandroid
Sporothrix Receiver,30,1,MrGek98
Sporothrix Barrel,30,2,Lemoncia
Lua Naramon Lens,30,1,asl-relique-13
Synoid Simulor,30,1,WarframeStoleMyAccV1
Nezha Prime Neuroptics Blueprint,30,2,LvyAura1995
Axi V3 Relic,30,2,Blau.
Neo V1 Relic,30,7,Blau.
Meso S2 Relic,30,3,-Gwyndolin
Ghoulsaw Grip,30,99,EternalDamnedAkatsuki
Ghoulsaw Engine,30,99,EternalDamnedAkatsuki
